DateKey	Year	MonthNum	MonthFull	MonthAbbr	QuarterNum	QuarterFull	QuarterNameAbbr	YearAndQuarterNum	YearAndMonthNum	QuarterAndYearAbbr	MonthAndYearAbbr	MonthAndYear	QuarterAndYear
30/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
31/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
01/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
02/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
03/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
04/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
05/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
06/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
07/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
08/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
09/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
10/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
11/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
12/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
13/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
14/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
15/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
16/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
17/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
18/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
19/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
20/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
21/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
22/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
23/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
24/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
25/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
26/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
27/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
28/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
29/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
30/04/2014	2014	4	April	Apr	2	Quarter 2	Q2	20142	201404	Q2 2014	Apr 2014	Apr-14	Quarter 2 2014
01/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
02/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
03/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
04/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
05/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
06/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
07/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
08/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
09/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
10/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
11/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
12/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
13/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
14/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
15/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
16/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
17/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
18/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
19/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
20/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
21/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
22/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
23/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
24/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
25/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
26/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
27/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
28/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
29/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
30/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
31/05/2014	2014	5	May	May	2	Quarter 2	Q2	20142	201405	Q2 2014	May 2014	May-14	Quarter 2 2014
01/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
02/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
03/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
04/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
05/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
06/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
07/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
08/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
09/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
10/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
11/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
12/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
13/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
14/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
15/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
16/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
17/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
18/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
19/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
20/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
21/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
22/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
23/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
24/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
25/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
26/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
27/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
28/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
29/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
30/06/2014	2014	6	June	Jun	2	Quarter 2	Q2	20142	201406	Q2 2014	Jun 2014	Jun-14	Quarter 2 2014
01/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
02/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
03/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
04/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
05/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
06/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
07/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
08/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
09/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
10/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
11/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
12/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
13/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
14/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
15/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
16/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
17/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
18/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
19/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
20/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
21/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
22/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
23/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
24/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
25/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
26/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
27/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
28/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
29/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
30/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
31/07/2014	2014	7	July	Jul	3	Quarter 3	Q3	20143	201407	Q3 2014	Jul 2014	Jul-14	Quarter 3 2014
01/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
02/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
03/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
04/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
05/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
06/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
07/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
08/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
09/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
10/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
11/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
12/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
13/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
14/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
15/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
16/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
17/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
18/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
19/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
20/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
21/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
22/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
23/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
24/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
25/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
26/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
27/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
28/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
29/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
30/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
31/08/2014	2014	8	August	Aug	3	Quarter 3	Q3	20143	201408	Q3 2014	Aug 2014	Aug-14	Quarter 3 2014
01/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
02/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
03/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
04/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
05/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
06/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
07/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
08/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
09/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
10/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
11/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
12/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
13/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
14/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
15/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
16/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
17/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
18/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
19/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
20/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
21/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
22/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
23/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
24/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
25/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
26/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
27/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
28/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
29/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
30/09/2014	2014	9	September	Sep	3	Quarter 3	Q3	20143	201409	Q3 2014	Sep 2014	Sep-14	Quarter 3 2014
01/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
02/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
03/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
04/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
05/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
06/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
07/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
08/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
09/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
10/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
11/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
12/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
13/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
14/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
15/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
16/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
17/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
18/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
19/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
20/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
21/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
22/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
23/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
24/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
25/10/2014	2014	10	October	Oct	4	Quarter 4	Q4	20144	201410	Q4 2014	Oct 2014	Oct-14	Quarter 4 2014
