DateKey	Year	MonthNum	MonthFull	MonthAbbr	QuarterNum	QuarterFull	QuarterNameAbbr	YearAndQuarterNum	YearAndMonthNum	QuarterAndYearAbbr	MonthAndYearAbbr	MonthAndYear	QuarterAndYear
06/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
07/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
08/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
09/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
10/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
11/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
12/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
13/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
14/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
15/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
16/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
17/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
18/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
19/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
20/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
21/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
22/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
23/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
24/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
25/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
26/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
27/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
28/02/2013	2013	2	February	Feb	1	Quarter 1	Q1	20131	201302	Q1 2013	Feb 2013	Feb-13	Quarter 1 2013
01/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
02/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
03/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
04/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
05/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
06/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
07/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
08/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
09/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
10/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
11/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
12/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
13/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
14/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
15/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
16/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
17/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
18/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
19/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
20/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
21/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
22/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
23/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
24/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
25/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
26/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
27/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
28/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
29/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
30/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
31/03/2013	2013	3	March	Mar	1	Quarter 1	Q1	20131	201303	Q1 2013	Mar 2013	Mar-13	Quarter 1 2013
01/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
02/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
03/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
04/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
05/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
06/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
07/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
08/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
09/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
10/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
11/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
12/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
13/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
14/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
15/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
16/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
17/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
18/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
19/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
20/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
21/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
22/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
23/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
24/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
25/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
26/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
27/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
28/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
29/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
30/04/2013	2013	4	April	Apr	2	Quarter 2	Q2	20132	201304	Q2 2013	Apr 2013	Apr-13	Quarter 2 2013
01/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
02/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
03/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
04/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
05/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
06/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
07/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
08/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
09/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
10/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
11/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
12/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
13/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
14/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
15/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
16/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
17/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
18/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
19/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
20/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
21/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
22/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
23/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
24/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
25/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
26/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
27/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
28/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
29/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
30/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
31/05/2013	2013	5	May	May	2	Quarter 2	Q2	20132	201305	Q2 2013	May 2013	May-13	Quarter 2 2013
01/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
02/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
03/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
04/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
05/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
06/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
07/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
08/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
09/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
10/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
11/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
12/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
13/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
14/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
15/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
16/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
17/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
18/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
19/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
20/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
21/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
22/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
23/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
24/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
25/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
26/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
27/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
28/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
29/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
30/06/2013	2013	6	June	Jun	2	Quarter 2	Q2	20132	201306	Q2 2013	Jun 2013	Jun-13	Quarter 2 2013
01/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
02/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
03/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
04/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
05/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
06/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
07/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
08/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
09/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
10/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
11/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
12/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
13/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
14/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
15/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
16/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
17/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
18/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
19/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
20/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
21/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
22/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
23/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
24/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
25/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
26/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
27/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
28/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
29/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
30/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
31/07/2013	2013	7	July	Jul	3	Quarter 3	Q3	20133	201307	Q3 2013	Jul 2013	Jul-13	Quarter 3 2013
01/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
02/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
03/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
04/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
05/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
06/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
07/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
08/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
09/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
10/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
11/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
12/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
13/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
14/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
15/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
16/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
17/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
18/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
19/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
20/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
21/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
22/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
23/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
24/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
25/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
26/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
27/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
28/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
29/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
30/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
31/08/2013	2013	8	August	Aug	3	Quarter 3	Q3	20133	201308	Q3 2013	Aug 2013	Aug-13	Quarter 3 2013
01/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
02/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
03/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
